RADICADO,FECHA ACCIDENTE,HORA ACCIDENTE,CLASE ACCIDENTE,GRAVEDAD,CLASIFICACIÓN,DIRECCION,BARRIO,AREA ACCIDENTE,ESTADO DELTIEMPO,No. VICTIMA PEATON,No. VICTIMA ACOMPANANTE,No. VICTIMA PASAJERO,No. VICTIMA CONDUCTOR,No. VICTIMA HERIDO,No. VICTIMA MUERTO
20656,04/13/2022 12:00:00 AM,7:30:00,Volcamiento,herido,Ciclista-Motociclista,km 8 + 800 hatillo-cabildo,Esmeralda,Rural,Normal,0,0,0,1,1,0
20657,11/06/0022 12:00:00 AM,5:30:00,Volcamiento,herido,Ciclista-Motociclista,carrera14 con calle 15 parque principal,Parque Principal,Urbana,Normal,0,0,0,1,1,0
20595,05/05/0022 12:00:00 AM,0:05:00,Choque,daño,Ciclista-Motociclista,KM 21 SENTIDO NORTE SUR   EL MACHETE,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20596,03/05/0022 12:00:00 AM,19:00:00,Choque,herido,Ciclista-Motociclista,KM 9 + 500 LOS MANGOS  HATILLO PRADERA,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20597,08/05/0022 12:00:00 AM,11:15:00,Atropello,herido,Ciclista-Motociclista,km 9 TR 25 AN19 HATILLO,Esmeralda,Rural,Normal,1,0,0,0,1,0
20598,02/04/0022 12:00:00 AM,9:35:00,Choque,daño,Ciclista-Motociclista,KM29+300 VIA BELLO-HATILLO  BRISAS DEL NORTE,Esmeralda,Rural,Normal,0,0,0,0,0,0
20599,02/26/2022 12:00:00 AM,8:30:00,Choque,herido,Ciclista-Motociclista,KM 10+000 HATILLO-PRADERA PR 10,Esmeralda,Rural,Normal,0,0,0,1,1,0
20607,03/16/2022 12:00:00 AM,20:10:00,Atropello,herido,Ciclista-Motociclista,km 8 aprox. hatillo,Esmeralda,Rural,Normal,1,0,0,1,2,0
20608,03/17/2022 12:00:00 AM,17:30:00,Choque,daño,Ciclista-Motociclista,30 de mayo carrera 18 frente al #9-116,Hospital,Urbana,Normal,0,0,0,0,0,0
20634,03/06/0022 12:00:00 AM,16:20:00,Atropello,herido,Ciclista-Motociclista,vereda aguas claras parte baja  km 1 molino viejo-santo domingo,Esmeralda,Rural,Normal,1,0,0,0,1,0
20635,03/31/2022 12:00:00 AM,6:50:00,Volcamiento,herido,Ciclista-Motociclista,la lomita1,Esmeralda,Rural,Normal,0,0,0,1,1,0
20636,03/29/2022 12:00:00 AM,3:00:00,Choque,herido,Ciclista-Motociclista,hatillo,Esmeralda,Rural,Normal,0,0,0,1,1,0
20637,05/06/0022 12:00:00 AM,17:00:00,Choque,herido,Ciclista-Motociclista,KM 6 + 900 SECTOR LA  ARENERA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20639,04/06/0022 12:00:00 AM,11:02:00,Choque,herido,Ciclista-Motociclista,calle 17 y carrera 10- calle robles,Parque Principal,Urbana,Normal,0,1,0,2,3,0
20640,06/06/0022 12:00:00 AM,18:40:00,Volcamiento,herido,Ciclista-Motociclista,KM 4  APROXIMADO  VIA A LA CHORRERA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20641,06/06/0022 12:00:00 AM,9:00:00,Choque,herido,Ciclista-Motociclista,KM 19 + 080 VIA HATILLO  PRADERA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20642,06/06/0022 12:00:00 AM,14:20:00,Choque,herido,Ciclista-Motociclista,KM 5 + 900 VIA HATILLO  GIRARDOTA  CARRETERA VIEJA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20643,09/06/0022 12:00:00 AM,6:15:00,Volcamiento,herido,Ciclista-Motociclista,KM 09 +500 VIA A SANTO DOMINGO,Esmeralda,Rural,Normal,0,0,0,1,1,0
20644,12/06/0022 12:00:00 AM,13:30:00,Volcamiento,herido,Ciclista-Motociclista,cra 10 con calle 10  el hatillo,Parque Principal,Rural,Normal,0,0,1,0,1,0
20645,07/06/0022 12:00:00 AM,7:30:00,Volcamiento,herido,Ciclista-Motociclista,calle 2 diagonal 2  tamborcito,Esmeralda,Rural,Normal,0,0,0,1,1,0
20661,03/30/2022 12:00:00 AM,17:30:00,Choque,daño,Ciclista-Motociclista,via medellin-los llanos km 36 + 000 sector botero,Esmeralda,Rural,Normal,0,0,0,0,0,0
20662,04/06/0022 12:00:00 AM,8:00:00,Choque,daño,Ciclista-Motociclista,medellin llanos de cuiva  km 36+200   cestillal,Esmeralda,Rural,Normal,0,0,0,0,0,0
20549,03/03/0022 12:00:00 AM,8:00:00,Choque,daño,Ciclista-Motociclista,la montañita km 9 + 880  via hatillo-barbosa,Esmeralda,Rural,Normal,0,0,0,0,0,0
20550,06/03/0022 12:00:00 AM,8:00:00,Choque,daño,Ciclista-Motociclista,LOS LAVADEROS KM 34 + 400 HATILLO-MATAZANOS,Esmeralda,Rural,Normal,0,0,0,0,0,0
20551,07/03/0022 12:00:00 AM,11:00:00,Choque,daño,Ciclista-Motociclista,LAS ESES KM 28+560 HATILLO-MATAZANOS,Esmeralda,Rural,Normal,0,0,0,0,0,0
20552,07/03/0022 12:00:00 AM,15:30:00,Choque,daño,Ciclista-Motociclista,KM 36 + 200 LABADERO BOTERO SOTO,Esmeralda,Rural,Normal,0,0,0,0,0,0
20553,08/03/0022 12:00:00 AM,21:00:00,Choque,daño,Ciclista-Motociclista,HATILLO-MATAZANOS KM 24 + 050,Esmeralda,Rural,Normal,0,0,0,0,0,0
20554,01/15/2022 12:00:00 AM,4:30:00,Choque,daño,Ciclista-Motociclista,km 35 + 100 via hatillo-matazanos,Esmeralda,Rural,Normal,0,0,0,0,0,0
20560,01/30/2022 12:00:00 AM,3:45:00,Choque,daño,Ciclista-Motociclista,kmt 33+750,Esmeralda,Rural,Normal,0,0,0,0,0,0
20565,01/27/2022 12:00:00 AM,18:08:00,Choque,daño,Ciclista-Motociclista,vereda buga km 8 + 000 hatillo-pradera,Esmeralda,Rural,Normal,0,0,0,0,0,0
20566,01/30/2022 12:00:00 AM,15:00:00,Choque,herido,Ciclista-Motociclista,km 04 + 00 el eco,Esmeralda,Rural,Normal,0,0,1,2,3,0
20567,01/30/2022 12:00:00 AM,14:40:00,Choque,daño,Ciclista-Motociclista,barbosa carrera 18 con calle 15,Hospital,Urbana,Normal,0,0,0,0,0,0
20568,05/04/0022 12:00:00 AM,12:45:00,Choque,herido,Ciclista-Motociclista,CALLE 15 CON CRA 21,Parque Principal,Urbana,Normal,0,0,2,0,2,0
20571,08/04/0022 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,cra 10 entre calle 16 y 17  casa de la cultura,Parque Principal,Urbana,Normal,0,0,0,1,1,0
20572,09/04/0022 12:00:00 AM,13:50:00,Atropello,herido,Ciclista-Motociclista,vereda platanito tramo 25 AN 19 KM 7 + 500,Esmeralda,Rural,Normal,1,1,0,1,3,0
20573,10/04/0022 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,HATILLO KM 1,Esmeralda,Rural,Normal,0,0,1,0,1,0
20574,10/04/0022 12:00:00 AM,11:30:00,Choque,daño,Ciclista-Motociclista,calle 13 con cra 13-71,Papelsa,Urbana,Normal,0,0,0,0,0,0
20577,02/13/2022 12:00:00 AM,22:30:00,Choque,herido,Ciclista-Motociclista,via hatillo  matazanos  sector las cometas km 34 + 540,Esmeralda,Rural,Niebla,0,0,1,0,1,0
20584,10/04/0022 12:00:00 AM,15:20:00,Choque,daño,Ciclista-Motociclista,KM 33 + 800  LOS LAVADEROS  VIA HATILLO-MATAZANOS,Esmeralda,Rural,Normal,0,0,0,0,0,0
20585,10/04/0022 12:00:00 AM,20:00:00,Choque,daño,Ciclista-Motociclista,EL MACHETE KM 20 + 100,Esmeralda,Rural,Normal,0,0,0,0,0,0
20586,02/13/2022 12:00:00 AM,10:00:00,Choque,daño,Ciclista-Motociclista,km 16 + 400popalito  hatillo-pradera,Esmeralda,Rural,Normal,0,0,0,0,0,0
20587,02/24/2022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,la esmeralda km 8 + 100 la esmeralda,Esmeralda,Rural,Normal,0,0,0,0,0,0
20588,02/28/2022 12:00:00 AM,11:50:00,Choque,daño,Ciclista-Motociclista,KM 34 + 600 HATILLO-DON MATIAS  LAS COMETAS,Esmeralda,Rural,Normal,0,0,0,0,0,0
20625,03/28/2022 12:00:00 AM,12:45:00,Volcamiento,herido,Ciclista-Motociclista,calle 10 con cra 17,Parq.De Las Aguas,Urbana,Normal,0,0,1,1,2,0
20626,03/26/2022 12:00:00 AM,6:50:00,Volcamiento,herido,Ciclista-Motociclista,km 4 + 300 aprox  vereda corrientes,Esmeralda,Rural,Normal,0,0,0,1,1,0
20627,05/05/0022 12:00:00 AM,8:20:00,Choque,daño,Ciclista-Motociclista,KM 33 + 960,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20593,01/05/0022 12:00:00 AM,13:20:00,Choque,daño,Ciclista-Motociclista,km 1 + 250 el hatillo,Esmeralda,Rural,Normal,0,0,0,0,0,0
20604,03/14/2022 12:00:00 AM,7:50:00,Choque,herido,Ciclista-Motociclista,km 8 + 500 ruta 6205 entrada a barbosa,Esmeralda,Rural,Normal,0,1,0,0,1,0
20615,03/21/2022 12:00:00 AM,2:30:00,Volcamiento,herido,Ciclista-Motociclista,calle 15 con cra 9   calle nueva,Parque Principal,Urbana,Normal,0,0,0,1,1,0
20616,03/21/2022 12:00:00 AM,6:20:00,Choque,herido,Ciclista-Motociclista,tramo 6205 via a porce,Esmeralda,Rural,Normal,0,1,0,1,2,0
20617,02/24/2022 12:00:00 AM,18:08:00,Choque,daño,Ciclista-Motociclista,intercambio vial hatillo  via medellin los llanos km 23 + 2000,Esmeralda,Rural,Normal,0,0,0,0,0,0
20658,04/13/2022 12:00:00 AM,7:30:00,Volcamiento,herido,Ciclista-Motociclista,km 21 + 700 san judas,Esmeralda,Rural,Normal,0,1,0,1,2,0
20659,04/18/2022 12:00:00 AM,19:30:00,Choque,herido,Ciclista-Motociclista,cra 17 calle 11,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20660,08/06/0022 12:00:00 AM,8:05:00,Choque,herido,Ciclista-Motociclista,HATILLO  DON MATIAS KM 3 + 800 SECTOR LOS BLANQUEADOS,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20666,04/19/2022 12:00:00 AM,4:30:00,Volcamiento,herido,Ciclista-Motociclista,via la chorrera   el peñasco,Esmeralda,Rural,Normal,0,0,0,1,1,0
20667,04/22/2022 12:00:00 AM,21:48:00,Atropello,herido,Ciclista-Motociclista,VIA BARBOSA  HATILLO MK 7  + 300,Esmeralda,Rural,Lluvia,1,0,0,0,1,0
20668,04/24/2022 12:00:00 AM,14:37:00,Choque,muerte,Ciclista-Motociclista,km 34 + 550 hatillo-matazanos,Esmeralda,Rural,Normal,0,0,0,1,0,1
20669,04/21/2022 12:00:00 AM,9:05:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA PLATANITO RUTA 25 AN 19,Esmeralda,Rural,Normal,0,0,0,1,1,0
20670,04/23/2022 12:00:00 AM,13:30:00,Volcamiento,herido,Ciclista-Motociclista,CALLE 12   BARRIO BUENOS AIRES,Parque Principal,Urbana,Normal,0,0,1,0,1,0
20671,04/20/2022 12:00:00 AM,5:30:00,Volcamiento,herido,Ciclista-Motociclista,via vereda buga,Esmeralda,Rural,Normal,0,0,0,1,1,0
20672,04/19/2022 12:00:00 AM,7:20:00,Volcamiento,herido,Ciclista-Motociclista,tablemak km 7 + 700 tr 6205,Esmeralda,Rural,Normal,0,0,0,1,1,0
20673,04/19/2022 12:00:00 AM,21:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda isaza km4+ 700,Esmeralda,Rural,Normal,0,0,0,1,1,0
20675,04/27/2022 12:00:00 AM,7:30:00,Volcamiento,herido,Ciclista-Motociclista,el hatillo  la maquina,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20680,04/29/2022 12:00:00 AM,18:00:00,Volcamiento,herido,Ciclista-Motociclista,ruta 6205 km 1,Esmeralda,Rural,Normal,0,1,0,1,2,0
20681,01/07/0022 12:00:00 AM,23:45:00,Volcamiento,herido,Ciclista-Motociclista,km1   tablemac,Esmeralda,Rural,Normal,0,1,0,1,2,0
20682,02/07/0022 12:00:00 AM,7:30:00,Atropello,herido,Ciclista-Motociclista,HATILLO PLAZOLETA  CASA COMUNAL,Esmeralda,Rural,Viento,0,0,1,0,1,0
20692,01/07/0022 12:00:00 AM,4:30:00,Volcamiento,herido,Ciclista-Motociclista,corregimiento el hatillo,Esmeralda,Rural,Normal,0,0,0,1,1,0
20693,01/07/0022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,via hatillo barbosa km 3 aproximadamente,Esmeralda,Rural,Normal,0,1,0,1,2,0
20694,06/07/0022 12:00:00 AM,19:15:00,Caida Ocupante,herido,Ciclista-Motociclista,VIA 6205 KM 6,Esmeralda,Rural,Lluvia,0,0,1,0,1,0
20695,08/07/0022 12:00:00 AM,14:30:00,Choque,herido,Ciclista-Motociclista,km 13 + 00 - tamborcito 2,Esmeralda,Rural,Viento,0,0,0,2,2,0
20648,10/06/0022 12:00:00 AM,18:50:00,Choque,herido,Ciclista-Motociclista,cra 21 frente a #4-347,Hospital,Urbana,Normal,0,0,0,2,2,0
20649,09/06/0022 12:00:00 AM,14:30:00,Volcamiento,herido,Ciclista-Motociclista,km 3 + 200 vereda isaza,Esmeralda,Rural,Normal,0,1,0,1,2,0
20650,10/06/0022 12:00:00 AM,19:00:00,Choque,herido,Ciclista-Motociclista,km 5 + 200 vereda isaza,Esmeralda,Rural,Normal,0,0,0,2,2,0
20651,11/06/0022 12:00:00 AM,7:00:00,Choque,herido,Ciclista-Motociclista,cra 21 con calle 22 aproximadamente  colkim,Hospital,Rural,Normal,0,0,0,1,1,0
20663,07/06/0022 12:00:00 AM,11:30:00,Choque,muerte,Ciclista-Motociclista,KM 30 + 300 SECTOR LAS ESES,Esmeralda,Rural,Normal,0,0,0,1,0,1
20664,04/13/2022 12:00:00 AM,14:45:00,Choque,daño,Ciclista-Motociclista,km 34 + 000,Esmeralda,Rural,Normal,0,0,0,0,0,0
20665,04/20/2022 12:00:00 AM,11:28:00,Choque,daño,Ciclista-Motociclista,RUTA 6205 KM 14 + 400 VEREDA YARUMITO,Esmeralda,Rural,Normal,0,0,0,0,0,0
20674,04/15/2022 12:00:00 AM,13:00:00,Choque,herido,Ciclista-Motociclista,km 25 +810 sector las eses,Esmeralda,Rural,Normal,0,1,0,1,2,0
20757,09/08/0022 12:00:00 AM,8:40:00,Choque,herido,Ciclista-Motociclista,cra 21 frente a #9a-50m la 12,Hospital,Urbana,Normal,0,0,0,2,2,0
20758,05/30/2022 12:00:00 AM,9:00:00,Volcamiento,herido,Ciclista-Motociclista,vereda filo verde  los cordoba,Esmeralda,Rural,Normal,0,0,1,0,1,0
20759,10/08/0022 12:00:00 AM,5:15:00,Caida Ocupante,herido,Ciclista-Motociclista,vereda corrientes   el eco,Esmeralda,Rural,Normal,0,0,0,1,1,0
20760,06/13/2022 12:00:00 AM,22:05:00,Choque,herido,Ciclista-Motociclista,cr 21 frente al #19a 11,Esmeralda,Urbana,Lluvia,0,0,4,2,6,0
20761,11/08/0022 12:00:00 AM,22:30:00,Volcamiento,herido,Ciclista-Motociclista,KM  6 + 500  ISAZA,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20762,10/08/0022 12:00:00 AM,17:30:00,Volcamiento,herido,Ciclista-Motociclista,km 17 popalito,Esmeralda,Rural,Normal,0,0,0,1,1,0
20812,04/16/2022 12:00:00 AM,14:15:00,Choque,daño,Conductor,Ruta 2510 km 34+500 Hatillo Matasano,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20815,09/06/0022 12:00:00 AM,5:20:00,Choque,daño,Conductor,km 22+300,Esmeralda,Rural,Normal,0,0,0,0,0,0
20817,04/06/0022 12:00:00 AM,13:50:00,Volcamiento,herido,Conductor,2510 VIA MEDELLIN LOS LLANOS,Esmeralda,Rural,Normal,0,0,0,1,1,0
20833,11/09/0022 12:00:00 AM,13:30:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA ISAZA KM 1,Esmeralda,Rural,Normal,0,0,0,1,1,0
20834,09/09/0022 12:00:00 AM,17:40:00,Volcamiento,herido,Ciclista-Motociclista,cra 15 con calle 11,Esmeralda,Urbana,Normal,0,0,0,1,1,0
20835,05/09/0022 12:00:00 AM,9:30:00,Caida Ocupante,herido,Ciclista-Motociclista,km 00 + 200 via buga,Esmeralda,Rural,Normal,0,0,1,0,1,0
20836,10/09/0022 12:00:00 AM,1:40:00,Caida Ocupante,herido,Ciclista-Motociclista,km 5 + 600 vereda isaza,Esmeralda,Rural,Normal,0,0,1,0,1,0
20839,09/09/0022 12:00:00 AM,17:10:00,Atropello,herido,Ciclista-Motociclista,cra 21 con calle 20 #21-602 frente a colkim,Esmeralda,Urbana,Normal,1,0,0,0,1,0
20840,05/09/0022 12:00:00 AM,12:18:00,Choque,herido,Ciclista-Motociclista,cra 21 con calle 10   30 de mayo,Esmeralda,Urbana,Normal,0,0,0,1,1,0
20628,03/29/2022 12:00:00 AM,5:20:00,Volcamiento,herido,Ciclista-Motociclista,KM6+750,Esmeralda,Rural,Normal,0,0,0,1,1,0
20630,03/21/2022 12:00:00 AM,13:20:00,Choque,daño,Ciclista-Motociclista,km 2 + 100,Esmeralda,Rural,Normal,0,0,0,0,0,0
20631,03/30/2022 12:00:00 AM,12:20:00,Volcamiento,herido,Ciclista-Motociclista,sector la balvanera cra 21 con calle 19,Hospital,Urbana,Normal,0,0,0,1,1,0
20632,03/31/2022 12:00:00 AM,8:00:00,Volcamiento,herido,Ciclista-Motociclista,via concepcion,Esmeralda,Rural,Normal,0,0,0,1,1,0
20633,03/31/2022 12:00:00 AM,11:40:00,Choque,daño,Ciclista-Motociclista,carrera 17 con calle 15  la pluma,El Hatillo,Urbana,Normal,0,0,0,0,0,0
20676,01/07/0022 12:00:00 AM,17:30:00,Choque,herido,Ciclista-Motociclista,RUTA 6205 KM 1 HATILLO,Esmeralda,Rural,Normal,0,1,0,2,3,0
20677,04/30/2022 12:00:00 AM,7:00:00,Volcamiento,herido,Ciclista-Motociclista,CARRERA 17 CON CALLE 16   BARBOSA,Parque Principal,Urbana,Normal,0,1,0,1,2,0
20678,01/07/0022 12:00:00 AM,15:30:00,Atropello,herido,Ciclista-Motociclista,KM 20 + 820 HATILLO-BELLO  EL MACHETE,Esmeralda,Rural,Normal,1,0,0,0,1,0
20679,04/29/2022 12:00:00 AM,19:00:00,Volcamiento,herido,Ciclista-Motociclista,km 3 ruta 6205  hatillo,Esmeralda,Rural,Normal,0,1,0,1,2,0
20703,11/07/0022 12:00:00 AM,11:30:00,Choque,herido,Ciclista-Motociclista,km 13+00 popalito,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20704,08/07/0022 12:00:00 AM,11:40:00,Volcamiento,herido,Ciclista-Motociclista,VEREDA LA PLAYA PARTE ALTA,Esmeralda,Rural,Normal,0,0,0,1,1,0
20705,05/13/2022 12:00:00 AM,10:00:00,Volcamiento,herido,Ciclista-Motociclista,CRA 21 CON CALLE 10  BARRIO 30 DE MAYO,Hospital,Urbana,Lluvia,0,0,0,1,1,0
20706,06/07/0022 12:00:00 AM,16:50:00,Choque,herido,Ciclista-Motociclista,KM20+600 EL MACHETE,Esmeralda,Rural,Lluvia,1,0,1,0,2,0
20725,05/18/2022 12:00:00 AM,5:20:00,Volcamiento,herido,Ciclista-Motociclista,vereda montañita parte alta,Esmeralda,Rural,Normal,0,0,0,1,1,0
20753,03/08/0022 12:00:00 AM,12:00:00,Choque,herido,Ciclista-Motociclista,km 6 int parcelacion popalito  finca lote 48 E,Esmeralda,Rural,Normal,0,0,0,1,1,0
20754,01/08/0022 12:00:00 AM,16:30:00,Choque,herido,Ciclista-Motociclista,km 20 + 350 hetillo-bello  el machete,Esmeralda,Rural,Lluvia,0,0,0,2,2,0
20755,11/08/0022 12:00:00 AM,23:50:00,Choque,daño,Ciclista-Motociclista,km 8 + 700curva de papelsa,Esmeralda,Rural,Normal,0,0,0,0,0,0
20756,05/08/0022 12:00:00 AM,10:30:00,Choque,daño,Ciclista-Motociclista,el eco km 4,Esmeralda,Rural,Normal,0,0,0,0,0,0
20778,06/19/2022 12:00:00 AM,10:15:00,Atropello,herido,Conductor,KM 6205KM1+00,Esmeralda,Urbana,Normal,0,0,1,0,1,0
20779,06/23/2022 12:00:00 AM,21:15:00,Volcamiento,herido,Conductor,6205 KM 14+500 CALZADA SUR-NORTE,Esmeralda,Rural,Normal,0,0,0,1,1,0
20865,06/27/2022 12:00:00 AM,16:37:00,Choque,herido,Ciclista-Motociclista,KM 15+250 HATILLO-PRADERA  SECTOR POPALITO,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20866,10/09/0022 12:00:00 AM,20:05:00,Choque,herido,Ciclista-Motociclista,KM19+900 BELLO-HATILLO  SECTOR PARQUE DE LAS AGUAS,Esmeralda,Rural,Normal,0,0,1,2,3,0
20867,07/17/2022 12:00:00 AM,11:00:00,Choque,herido,Ciclista-Motociclista,km 6 + 300 Vereda isaza,Esmeralda,Rural,Normal,0,0,1,1,2,0
20869,07/15/2022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,ruta 6205 km 16 + 200 Las lajas,Esmeralda,Rural,Normal,0,0,0,0,0,0
20605,03/14/2022 12:00:00 AM,6:50:00,Volcamiento,herido,Ciclista-Motociclista,km00+800 hatillo,Esmeralda,Rural,Normal,0,0,0,1,1,0
20712,04/06/0022 12:00:00 AM,13:50:00,Volcamiento,herido,Ciclista-Motociclista,via matazanos los llanos km 28+800,Esmeralda,Rural,Normal,0,0,0,1,1,0
20713,10/07/0022 12:00:00 AM,16:10:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20714,11/07/0022 12:00:00 AM,17:20:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10 #10-34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20715,12/07/0022 12:00:00 AM,20:15:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10 #10-34,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20716,05/13/2022 12:00:00 AM,14:50:00,Volcamiento,herido,Ciclista-Motociclista,km 7 + 500 vereda platanito,Esmeralda,Rural,Normal,0,1,0,1,2,0
20717,05/14/2022 12:00:00 AM,17:35:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 con calle 10 #1034,Parq.De Las Aguas,Urbana,Normal,0,1,0,0,1,0
20718,05/15/2022 12:00:00 AM,14:10:00,Caida Ocupante,herido,Ciclista-Motociclista,vereda el eco- km 1,Esmeralda,Rural,Normal,0,1,0,0,1,0
20719,05/17/2022 12:00:00 AM,14:50:00,Volcamiento,herido,Ciclista-Motociclista,barrio aguas calientes,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20720,05/15/2022 12:00:00 AM,19:15:00,Choque,daño,Ciclista-Motociclista,bello hatillo km 0 + 380 glorieta hatillo,Esmeralda,Rural,Normal,0,0,0,0,0,0
20721,05/18/2022 12:00:00 AM,15:45:00,Volcamiento,herido,Ciclista-Motociclista,san rafael  calle 13,Hospital,Urbana,Lluvia,0,0,0,1,1,0
20722,05/18/2022 12:00:00 AM,5:30:00,Volcamiento,herido,Ciclista-Motociclista,vereda isaza,Esmeralda,Rural,Normal,0,0,0,1,1,0
20730,05/26/2022 12:00:00 AM,15:50:00,Choque,daño,Ciclista-Motociclista,km 8 + 500 ruta 6205  detras de  la unidad deportiva,Hospital,Urbana,Normal,0,0,0,0,0,0
20731,05/26/2022 12:00:00 AM,6:20:00,Volcamiento,herido,Ciclista-Motociclista,cra 17 #10-34  hospital,Parq.De Las Aguas,Urbana,Normal,0,0,0,1,1,0
20772,06/13/2022 12:00:00 AM,4:30:00,Volcamiento,herido,Conductor,KM 6 VEREDA SAN EUGENIO H.S.V.P,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20775,06/13/2022 12:00:00 AM,5:11:00,Volcamiento,herido,Conductor,KILOMETRO 5+450 METROS,Esmeralda,Rural,Lluvia,0,0,0,1,1,0
20776,06/13/2022 12:00:00 AM,5:00:00,Choque,herido,Conductor,6205A HATILLO PRADERA KM 3+400,Esmeralda,Rural,Normal,0,0,0,1,1,0
20777,04/19/2022 12:00:00 AM,11:30:00,Choque,daño,Conductor,2510 GLORIETA DEL HATILLO KM23+500,Esmeralda,Rural,Normal,0,0,0,0,0,0
20838,06/23/2022 12:00:00 AM,14:15:00,Volcamiento,herido,Conductor,6205 KM 7+900,Esmeralda,Rural,Normal,0,1,0,1,2,0
20842,02/26/2022 12:00:00 AM,23:00:00,Choque,daño,Conductor,6205 A KM 15+800,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20844,05/28/2022 12:00:00 AM,5:30:00,Choque,muerte,Conductor,6205- HATILLO PUERTO BERRIO KM 15+950,Esmeralda,Rural,Normal,0,0,0,1,0,1
20846,03/25/2022 12:00:00 AM,20:00:00,Choque,daño,Conductor,6205A PRADERA HATILLOKM 5+420,Esmeralda,Rural,Lluvia,0,0,0,0,0,0
20849,09/05/0022 12:00:00 AM,9:00:00,Choque,daño,Conductor,6205A HATILLO- PRADERA KM 12+050,Esmeralda,Rural,Normal,0,0,0,0,0,0
20893,07/30/2022 12:00:00 AM,11:30:00,Choque,herido,Ciclista-Motociclista,km3+700 via concepcion (potrerito parte alta),Esmeralda,Rural,Normal,0,1,0,1,2,0
20894,07/23/2022 12:00:00 AM,19:45:00,Atropello,herido,Ciclista-Motociclista,calle 13  buenos aires,Hospital,Urbana,Normal,1,0,0,0,1,0
20683,02/06/0022 12:00:00 AM,8:00:00,Choque,daño,Ciclista-Motociclista,via hatillo  pradera km 8 + 700 la montañita,Esmeralda,Rural,Normal,0,0,0,0,0,0
20684,08/06/0022 12:00:00 AM,23:00:00,Choque,daño,Ciclista-Motociclista,hatillo-matazanos km 26 + 500  la arenera,Esmeralda,Rural,Normal,0,0,0,0,0,0
20685,01/07/0022 12:00:00 AM,14:00:00,Choque,daño,Ciclista-Motociclista,calle 17 #18-17 barrio santa monica,Hospital,Urbana,Normal,0,0,0,0,0,0
20686,04/30/2022 12:00:00 AM,13:20:00,Choque,daño,Ciclista-Motociclista,tamborcito calle 2  40 mts,Esmeralda,Rural,Normal,0,0,0,0,0,0
20687,04/30/2022 12:00:00 AM,10:40:00,Choque,daño,Ciclista-Motociclista,cinco reales km 8 + 500 metros,Esmeralda,Rural,Normal,0,0,0,0,0,0
20696,02/07/0022 12:00:00 AM,19:45:00,Atropello,herido,Ciclista-Motociclista,km 20 + 000 hatillo. bello,Esmeralda,Rural,Normal,1,0,0,1,2,0
20773,06/14/2022 12:00:00 AM,19:30:00,Choque,daño,Ciclista-Motociclista,km 1 + 500 via el hatillo,Esmeralda,Rural,Normal,0,0,0,0,0,0
20870,07/13/2022 12:00:00 AM,17:10:00,Choque,daño,Ciclista-Motociclista,cra 14 frente a # 11 - 51,Esmeralda,Urbana,Normal,0,0,0,0,0,0
20871,08/09/0022 12:00:00 AM,13:15:00,Choque,daño,Ciclista-Motociclista,cr 14 con calle 15,Esmeralda,Urbana,Normal,0,0,0,0,0,0
20872,12/09/0022 12:00:00 AM,12:40:00,Volcamiento,herido,Ciclista-Motociclista,Vereda dos quebradas,Esmeralda,Rural,Normal,0,0,0,1,1,0
20873,11/09/0022 12:00:00 AM,18:50:00,Volcamiento,herido,Ciclista-Motociclista,Vereda yarumito,Esmeralda,Rural,Normal,0,0,0,1,1,0
